1999,35.4167,-0.1167,0,
1999,36.535,3.8336,0,
1999,30.9167,-2.0333,0,
1999,-13.9166,16.5833,0,
1999,-13.9166,16.5833,0,
1999,-8.7333,15.1666,0,
1999,-12.7761,15.7391,0,
1999,-6.0666,15.1,0,
1999,-7.7833,15.2666,0,
1999,-8.7333,15.1666,0,
1999,-12.7761,15.7391,0,
1999,-8.7333,15.1666,0,
1999,-12.7761,15.7391,0,
1999,-12.6333,16.05,0,
1999,-8.7333,15.1666,0,
1999,-12.7761,15.7391,0,
1999,-9.5447,16.3452,0,
1999,-12.55,16.3333,0,
1999,-13.5166,16.7666,0,
1999,-13.5166,16.7666,0,
1999,-13.5166,16.7666,0,
1999,-8.7333,15.1666,0,
1999,-12.7761,15.7391,0,
1999,-9.3869,16.3991,0,
1999,-9.7833,16.4333,0,
1999,-9.5447,16.3452,0,
1999,-9.7175,16.3336,0,
1999,-8.4166,20.75,0,
1999,-7.9333,15.05,0,
1999,-7.8166,13.8166,0,
1999,-7.8166,13.8166,0,
1999,-12.55,16.3333,0,
1999,-12.2666,17.2166,0,
1999,-8.7333,15.1666,0,
1999,-12.7761,15.7391,0,
1999,-12.1166,16.9666,0,
1999,-12.1166,16.9666,0,
1999,-12.2666,17.2166,0,
1999,-12.2666,17.2166,0,
1999,-12.2333,16.7833,0,
1999,-12.2333,16.7833,0,
1999,-12.0333,17.6333,0,
1999,-12.0333,17.6333,0,
1999,-8.7333,15.1666,0,
1999,-12.7761,15.7391,0,
1999,-13.4333,18.8666,0,
1999,-12.5666,16.2333,0,
1999,-12.55,16.3333,0,
1999,-12.55,16.3333,0,
1999,-12.55,16.3333,0,
1999,-8.7333,15.1666,0,
1999,-12.2,15.8666,0,
1999,-12.5666,16.2333,0,
1999,-12.5666,16.2333,0,
1999,-12.7761,15.7391,0,
1999,-11.8333,16.2833,0,
1999,-8.7333,15.1666,0,
1999,-12.7761,15.7391,0,
1999,-9.5447,16.3452,0,
1999,-8.7333,15.1666,0,
1999,-12.7761,15.7391,0,
1999,-8.7333,15.1666,0,
1999,-12.7761,15.7391,0,
1999,-9.5447,16.3452,0,
1999,-8.7333,15.1666,0,
1999,-12.7761,15.7391,0,
1999,-9.5447,16.3452,0,
1999,-9.5447,16.3452,0,
1999,-8.7333,15.1666,0,
1999,-12.7761,15.7391,0,
1999,-9.5447,16.3452,0,
1999,-8.7333,15.1666,0,
1999,-12.7761,15.7391,0,
1999,-9.5447,16.3452,0,
1999,-8.7333,15.1666,0,
1999,-12.7761,15.7391,0,
1999,-8.7333,15.1666,0,
1999,-8.7333,15.1666,0,
1999,-8.7333,15.1666,0,
1999,-8.7333,15.1666,0,
1999,-12.7761,15.7391,0,
1999,-12.7761,15.7391,0,
1999,-12.2333,16.7833,0,
1999,-12.7761,15.7391,0,
1999,-9.5447,16.3452,0,
1999,-12.35,14.7666,0,
1999,-12.2333,16.7833,0,
1999,-12.35,14.7666,0,
1999,-12.35,14.7666,0,
1999,-12.2333,16.7833,0,
1999,-12.2333,16.7833,0,
1999,-12.1333,16.8166,0,
1999,-12.7761,15.7391,0,
1999,-9.7833,16.4333,0,
1999,-9.7833,16.4333,0,
1999,-9.5447,16.3452,0,
1999,-12.7761,15.7391,0,
1999,-9.7833,16.4333,0,
1999,-9.5447,16.3452,0,
1999,-12.7761,15.7391,0,
1999,-9.7833,16.4333,0,
1999,-9.5447,16.3452,0,
1999,-9.7833,16.4333,0,
1999,-12.0166,17.4833,0,
1999,-12.0166,17.4833,0,
1999,-12.7761,15.7391,0,
1999,-9.5447,16.3452,0,
1999,-13.5166,16.7666,0,
1999,-12.7761,15.7391,0,
1999,-9.5447,16.3452,0,
1999,-13.5166,16.7666,0,
1999,-12.7761,15.7391,0,
1999,-9.5447,16.3452,0,
1999,-6.1333,12.3666,0,
1999,-12.7761,15.7391,0,
1999,-9.5447,16.3452,0,
1999,-7.2666,15.0833,0,
1999,-12.7761,15.7391,0,
1999,-9.5447,16.3452,0,
1999,-7.2666,15.0833,0,
1999,-6.2666,14.25,0,
1999,-6.2666,14.25,0,
1999,-12.7761,15.7391,0,
1999,-9.5447,16.3452,0,
1999,-7.2666,15.0833,0,
1999,-11.4666,16.9666,0,
1999,-12.7761,15.7391,0,
1999,-9.1333,18.05,0,
1999,-8.6,18,0,
1999,-9.5447,16.3452,0,
1999,-7.2666,15.0833,0,
1999,-12.15,17.2833,0,
1999,-12.7761,15.7391,0,
1999,-9.5447,16.3452,0,
1999,-7.2666,15.0833,0,
1999,-12.7761,15.7391,0,
1999,-9.5447,16.3452,0,
1999,-12.7761,15.7391,0,
1999,-9.5447,16.3452,0,
1999,-12.7761,15.7391,0,
