1997,-5.55,12.2,0
1997,-4.5833,12.8666,0
1997,-12.55,16.3333,0
1997,-14.9166,13.5,0
1997,-5.55,12.2,0
1997,-14.91667,13.5,0
1997,-14.4,21.65,0
1997,-4.7666,12.55,0
1997,-4.8166,12.75,0
1997,-4.7666,12.55,0
1997,-13.4333,14.8666,0
1997,-12.5333,14.2333,0
1997,-11.98333,14.85,0
1997,-8.7322,13.4383,0
1997,-6.2666,14.25,0
1997,-6.2666,14.25,0
1997,-9.5447,16.3452,0
1997,-9.1333,15.9666,0
1997,-10.0666,17.55,0
1997,-9.7833,16.4333,0
1997,-9.15,15.6833,0
1997,-8.95,16.5,0
1997,-10.7333,17.7166,0
1997,-8.3666,17.0166,0
1997,-8.0333,16.35,0
1997,-9.4666,16.9166,0
1997,-9.2666,17.0833,0
1997,-10.9,18.0833,0
1997,-9.4166,15.75,0
1997,-9.5447,16.3452,0
1997,-13.5666,13.95,0
1997,-13.0333,14.25,0
1997,-8.1666,21.55,0
1997,-12.6333,16.05,0
1997,-7.75,21.25,0
1997,-7.6166,21.5666,0
1997,-7.9,21.3666,0
1997,-8.0166,21.3,0
1997,-7.8166,21.3833,0
1997,-8.6,18,0
1997,-7.55,21.6833,0
1997,-8.4166,20.75,0
1997,-9.65,20.4,0
1997,-6.0666,15.1,0
1997,-7.7833,15.2666,0
1997,-12.25,15.3166,0
1997,-7.7,21.3666,0
1997,-7.7,21.3666,0
1997,-7.7,21.3666,0
1997,-7.3667,20.8167,0
1997,-7.75,21.25,0
1997,-7.6166,21.5666,0
1997,-9.5447,16.3452,0
1997,-9.5447,16.3452,0
1997,-11.7833,19.9166,0
1997,-7.3667,20.8167,0
1997,-7.2,12.85,0
1997,-7.3667,20.8167,0
1997,-6.75,12.65,0
1997,-7.3667,20.8167,0
1997,-7.3667,20.8167,0
1997,-7.3667,20.8167,0
1997,-14.0666,14.8,0
1997,-7.3667,20.8167,0
1997,-7.3667,20.8167,0
1997,-14.0666,14.8,0
1997,-7.3667,20.8167,0
1997,-8.75,17.8333,0
1997,-7.15,19.9833,0
1997,-7.15,19.9833,0
1997,-7.8,21.4666,0
1997,-7.8,21.4666,0
1997,-7.3667,20.8167,0
1997,-7.3667,20.8167,0
1997,-9.5366,16.1191,0
1997,-9.5366,16.1191,0
1997,-9.5366,16.1191,0
1997,-12.5802,13.4077,0
1997,-12.5802,13.4077,0
1997,-14.9166,13.5,0
1997,-7.3,20.7333,0
1997,-8.0166,21.3,0
1997,-8.0166,21.3,0
1997,-17.0666,15.7333,0
1997,-8.55,17.7666,0
1997,-13.4333,15.8833,0
1997,-11.5,22.0166,0
1997,-11.2166,21.65,0
1997,-10.7,22.2333,0
1997,-6.7333,15.9,0
1997,-6.0666,15.1,0
1997,-6.5166,16.2166,0
1997,-7.55,15.35,0
1997,-7.3166,16,0
1997,-8.65,14.25,0
1997,-8.613,13.5561,0
1997,-13.4333,14.8666,0
1997,-12.3166,14.5166,0
1997,-15.7,17.4666,0
1997,-16.8333,17.95,0
1997,-8.5,14.6,0
